Company,Former / alternate names,Website,Brief Description,Company type,B2B/B2C,Protein category,Company focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,HQ Country,HQ State/Province (Non-U.S.),HQ City,Year founded,Founders,Company email,Parent company,Link to parent company's record,Link to subsidiary/brand,Articles in Marketing & Media,_merge,Cheese,Other dairy,Both cheese and other dairy,Neither cheese nor other dairy
monkeys-by-the-sea,,https://monkeysbythesea.com/,Monkeys by the Sea uses local land and sea ingredients to create tasty and sustainable plant-based fish.,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,Seafood,End product formulation and manufacturing,['Whole muscle meat/seafood'],Other fish,"Pea,Potato,Rice,Seaweed,Wheat",Europe,Netherlands,,Bergen op Zoom,2020,Thijs Wullems,hello@monkeysbythesea.com,,,,,left_only,0,0,0,1
moobys,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
moolec-science,,https://moolecscience.com,Science-based ingredient company using molecular farming technology for products in the food and dietary supplementation markets. Moolec's mission is to create unique food ingredients by engineering plants with animal protein genes. ,Specialized (focused on alternative proteins),B2B,Plant molecular farming,"Meat,Ingredients and inputs,Pet food","Crop development,Ingredient optimization,Host strain development,Target molecule selection","['Ingredients', 'Other meat/seafood', 'Other dairy']","Beef/veal,Pork","Soy,Pea","Europe,Latin America,United States and Canada",United Kingdom,,Luxembourg,2020,"Gastón Paladini, Martín Salinas, and Henk Hoogenkamp",hello@moolecscience.com,,,,,left_only,0,1,0,0
mooncup,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
moreshrooms,,https://more-shrooms.com/,Company making mycoprotein from Norwegian seaweed.,Specialized (focused on alternative proteins),B2B,Biomass fermentation,Ingredients and inputs,"Bioprocess design,Ingredient optimization",['Ingredients'],,"Mycoprotein,Algae,Seaweed",Europe,Norway,,Oslo,2023,"Defne Bilgin, Rebeka Benedetic, and Mehidi Rashid",info@more-shrooms.com,,,,,left_only,0,0,0,1
morga,,https://www.morgashop.ch/en/,Switzerland-based company that produces a variety of cooking and baking products for vegetarian dishes.,Diversified,"B2C,B2B",Plant-based,"Meat,Dairy",End product formulation and manufacturing,"['Milk', 'Ground meat/seafood']",,"Corn,Oat,Soy,Rice,Almond,Barley,Rye",Europe,Switzerland,,Ebnat-Kappel,1930,Ernst Lieberherr,info@morga.ch,,,,,left_only,0,0,0,1
morice,,https://www.moricedesserts.com/,French startup behind a line of rice-based alternatives to yogurts and creams.,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,"['Milk', 'Other dairy']",,"Rice,Buckwheat",Europe,France,,Marseille,2017,Damien Meyrignac and Jean Christophe Bernard,hello@moricedesserts.com,,,,,left_only,0,1,0,0
morningstar-farms,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
mosa-meat,,https://www.mosameat.com/,Netherlands-based startup working on cultivated beef in collaboration with Mark Post at Maastricht University ,Specialized (focused on alternative proteins),"B2C,B2B",Cultivated,Meat,"End product formulation and manufacturing,Cell culture media,Bioprocess design,Cell line development",['Ground meat/seafood'],Beef/veal,,Europe,Netherlands,,Maastricht,2015,Peter Verstrate and Mark Post,,,,,,left_only,0,0,0,1
mouses-favourite,,https://mousesfavourite.com/,UK-based producer of plant-based artisan cheese.,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,Cashew,Europe,United Kingdom,,,2016,,,,,,,left_only,1,0,0,0
moving-mountains,,https://movingmountainsfoods.com/,British food tech company creating plant-based meat and fish under the Moving Mountains® product range. ,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Meat,Seafood",End product formulation and manufacturing,['Ground meat/seafood'],"Pork,Beef/veal,Other fish,Chicken","Wheat,Soy,Mushrooms,Oat",Europe,United Kingdom,,London,2016,Simeon Van der Molen,,,,,1.0,both,0,0,0,1
mozzarisella,,https://www.mozzarisella.com/en/,Italian producer of sprouted rice-based mozzarella cheese. ,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,Rice,Europe,Italy,Treviso,Caerano di San Marco,2017,,,,,,,left_only,1,0,0,0
mrs-goldfarbs-unreal-deli,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
multivac-group,,https://multivac.com/int/en/your-product/food/alternative-proteins,"Processing and packaging partner for food, medical, and pharmaceutical products, as well as industrial items with dedicated alternative protein division, and over 80 subsidiaries worldwide. ",Diversified,B2B,Plant-based,"Food processing infrastructure and equipment,Contract manufacturing/processing",,[''],,,"Europe,Africa/Middle East,Asia Pacific,Australia/New Zealand,Latin America,United States and Canada",Germany,Bavaria,Wolfertschwenden,1961,Sepp Haggenmüller ,multivac@multivac.de,,,,,left_only,0,0,0,1
multus-media,,www.multus.media,UK-based startup creating the growth media to make cultivated meat affordable and accessible.,Specialized (focused on alternative proteins),B2B,Cultivated,Ingredients and inputs,"Cell culture media,Ingredient optimization,Bioprocess design",['Ingredients'],,,Europe,United Kingdom,,London,2019,"Cai Linton, Reka Tron, and Kevin Pan",info@multus.bio,,,,,left_only,0,0,0,1
muscolo-di-grano,,https://www.muscolodigrano.com/index.php,Produces plant-based meat from wheat flour and lentils.,Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,"['Whole muscle meat/seafood', 'Ground meat/seafood', 'Other meat/seafood']","Pork,Beef/veal,Chicken","Wheat,Lentils",Europe,Italy,,Isca Marina,1991,,muscolodigrano@libero.it,,,,,left_only,0,0,0,1
myco-foods,,https://www.mycofoods.co.uk/,UK-based innovation company producing plant-based meats with only 5 ingredients.,Specialized (focused on alternative proteins),B2C,"Plant-based,Biomass fermentation","Meat,Bioprocessing infrastructure and equipment","End product formulation and manufacturing,Crop development,Scaffolding and structure","['Whole muscle meat/seafood', 'Ground meat/seafood', 'Other meat/seafood']","Beef/veal,Chicken,Pork,Mutton/lamb",Mushrooms,Europe,United Kingdom,,Leeming Bar,2016,Jay Croslegh and John Shepherd,,Myco Holdings PLC,,,,left_only,0,0,0,1
myco4food,,www.myco4food.dk,Providing sustainable and innovative solid-state fermentation technology for versatile fungal applications at industrial scale. ,Diversified,B2B,Biomass fermentation,Bioprocessing infrastructure and equipment,Bioprocess design,[''],,,Europe,Denmark,,Albertslund,2022,"Peter Lübeck Stephensen, Jesper Schierbeck-Hansen, and Mette Lübeck",contact@myco4food.dk,,,,,left_only,0,0,0,1
mycofeast,,https://mycofeast.co.uk/,"Mycofeast is an industrial biotechnology company using biomass fermentation to develop proteins, specialty lipids, and ingredients for the food and animal feed sectors, with yeast and algae strains.",Specialized (focused on alternative proteins),B2C,Biomass fermentation,Bioprocessing infrastructure and equipment,Bioprocess design,[''],,,Europe,United Kingdom,,Oxford,2024,,hello@mycofeast.co.uk,,,,,left_only,0,0,0,1
myey,,https://myey.info/egg-replacer-processor/?lang=en,Maker of plant-based egg substitute for cooking and baking,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,"Ingredients and inputs,Eggs",End product formulation and manufacturing,['Eggs'],,Lupine,Europe,Austria,,,2013,,info@myey.info,,,,,left_only,0,0,0,1
myforest-foods,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
myriameat,,www.myriameat.com,Cultivated meat company from Germany making real muscle from iPSC. ,Specialized (focused on alternative proteins),"B2B,B2C",Cultivated,Meat,"End product formulation and manufacturing,Bioprocess design,Cell line development",['Whole muscle meat/seafood'],"Pork,Beef/veal,Other",,Europe,Germany,Bavaria,Munich,2022,Florian Huettner,info@myriameat.com,,,,,left_only,0,0,0,1
naarmann,,https://www.naarmann.de/en,"Germany-based supplier of high-quality, semi-perishable and varied dairy products in the catering, restaurant and food processing industries; also has a line of plant-based dairy under the brand name ""We Love Plants."" ",Diversified,B2C,Plant-based,Dairy,End product formulation and manufacturing,['Milk'],,"Oat,Almond,Soy",Europe,Germany,,Neuenkirchen,1903,Theodor Naarmann,info@naarmann.de,,,,,left_only,0,0,0,1
naked-glory,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
nandi-proteins,,http://nandiproteins.com/,"Food science company working to improve the functionality of proteins for use in food, including plant-based replacements for animal proteins.",Diversified,B2B,Plant-based,"Eggs,Ingredients and inputs",Ingredient optimization,"['Eggs', 'Ingredients']",Other,"Rapeseed,Oat,Fava bean",Europe,United Kingdom,,Edinburgh,2001,Lydia Campbell,,,,,,left_only,0,0,0,1
nanotemper-technologies,,https://nanotempertech.com/,"Germany-based company offering biophysical characterization tools to help researchers study molecular interactions, protein stability, and protein quality.",Diversified,B2B,Cultivated,Bioprocessing infrastructure and equipment,Cell line development,[''],,,"United States and Canada,Europe,Asia Pacific,Africa/Middle East,Australia/New Zealand",Germany,,Munich,2008,Stefan Duhr and Philipp Baaske,,,,,,left_only,0,0,0,1
napiferyn-biotech,,https://napiferyn.com/,Poland-based company focusing on rapeseed proteins for plant-based meat production.,Specialized (focused on alternative proteins),B2B,Plant-based,"Ingredients and inputs,Bioprocessing infrastructure and equipment","Ingredient optimization,Bioprocess design",['Ingredients'],,"Rapeseed,Canola",Europe,Poland,,Łódź,2014,Magdalena Kozłowska and Piotr Wnukowski,info@napiferyn.pl,,,,,left_only,0,0,0,1
naplasol,,https://www.naplasol.com/,"Naplasol is a Belgian company that specialises in natural fermented mycoproteins for food applications.
",Specialized (focused on alternative proteins),B2B,Biomass fermentation,Ingredients and inputs,Ingredient optimization,['Ingredients'],,Mycoprotein,Europe,Belgium,,Bree,2019,Wim Slee,info@naplasol.com,Veos Group,,Mycorena AB,,left_only,0,0,0,1
nasoya,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
natumi,,https://www.natumi.com/,German plant-based milk brand.,Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,['Milk'],,"Oat,Soy,Rice,Coconut,Cashew,Almond,Buckwheat,Millet",Europe,Germany,,Troisdorf,1999,Bruno Fischer,info@natumi.com,Hain Celestial,"""The
  Hain Celestial Group, Inc""",,,left_only,0,0,0,1
natur-green,,https://naturgreen.es/en/,"Spanish company that produces various plant-based food products, including dairy and egg replacements.",Specialized (focused on alternative proteins),B2C,Plant-based,"Dairy,Eggs",End product formulation and manufacturing,"['Milk', 'Other dairy', 'Other']",,"Oat,Quinoa,Soy,Coconut,Rice,Buckwheat,Tapioca,Almond,Cashew",Europe,Spain,,Murcia,1991,,,,,,,left_only,0,1,0,0
naturli,"Naturli’ Foods, Naturli’",https://www.naturli-foods.com/,Danish maker of plant-based meat and dairy.,Specialized (focused on alternative proteins),B2C,Plant-based,"Dairy,Meat",End product formulation and manufacturing,['Ground meat/seafood'],"Chicken,Beef/veal","Pea,Rapeseed,Coconut,Almond,Soy,Rice,Oat",Europe,Denmark,,Aarhus,1988,,info@naturli-foods.dk,,,,1.0,both,0,0,0,1
natursoy,,https://www.natursoy.com/,"Spanish company that produces various organic products, including plant-based meats.",Diversified,B2C,Plant-based,Meat,,"['Whole muscle meat/seafood', 'Ground meat/seafood']","Chicken,Beef/veal,Pork",Soy,Europe,Spain,,Barcelona,1988,,,,,,,left_only,0,0,0,1
neat,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
neggst,Neggst Foods,https://www.neggst.co/,Germany-based company producing plant-based eggs.,Specialized (focused on alternative proteins),"B2C,B2B",Plant-based,Eggs,End product formulation and manufacturing,['Eggs'],,"Canola,Fava bean,Pea",Europe,Germany,,Berlin,2021,Verónica García-Arteaga and Dr. Patrick Deufel ,hello@neggst.co,,,,,left_only,0,0,0,1
nemoloko,,https://ne-moloko.com/,"Ukraine-based brand of plant-based substitutes for milk, cream, and desserts. ",Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,"['Milk', 'Other dairy']",,"Oat,Buckwheat,Rice",Europe,Ukraine,,Kyiv,2018,,,Loostdorf LLC,,,,left_only,0,1,0,0
nemyaso-unmeat,,https://unmeat.ru/en/,Russian plant-based meat producer.,Specialized (focused on alternative proteins),B2B,Plant-based,Meat,End product formulation and manufacturing,"['Ground meat/seafood', 'Whole muscle meat/seafood']","Chicken,Beef/veal",,Europe,Russia,,Kostroma,2019,,iwant@unmeat.ru,,,,,left_only,0,0,0,1
nestle,,https://www.nestle.com/,Multinational manufacturer of food products that is working with Switzerland-based Future Meat Technologies to explore cultivated meat.,Diversified,"B2C,B2B","Plant-based,Cultivated","Contract manufacturing/processing,Meat,Seafood",End product formulation and manufacturing,"['Ground meat/seafood', 'Milk', 'Whole muscle meat/seafood']","Beef/veal,Chicken,Other fish,Other shellfish,Tuna",Soy,Europe,Switzerland,Vaud,Vevey,1866,,,,,"Sweet Earth Natural Foods,Garden Gourmet,Maggi Veg",2.0,both,0,0,0,1
netzsch-grinding-dispersing,,https://www.netzsch.com/en,"German based machine manufacturer for Food Industry, supplies machinery for dry grinding, wet grinding and mixing",Diversified,B2B,Plant-based,"Food processing infrastructure and equipment,Contract manufacturing/processing",,[''],,,"Europe,Asia Pacific,Latin America,United States and Canada",Germany,,Selb,1871,Thomas and Christian Netzsch,,,,,,left_only,0,0,0,1
new-age-meats,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
new-food-hub,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
new-originals-company,,https://www.neworiginals.company/,,Diversified,,Plant-based,,,[''],,,Europe,Austria,,Vienna,,,,,,SoFine,,left_only,0,0,0,1
new-roots,,https://www.newroots.ch/,Produces artisan vegan cheese and yogurt in Switzerland. ,Specialized (focused on alternative proteins),B2C,"Plant-based,Traditional fermentation",Dairy,End product formulation and manufacturing,"['Cheese', 'Other dairy']",,Cashew,Europe,Switzerland,,Oberdiessbach,2014,"Freddy Hunziker, Alice Fauconnet",info@newroots.ch,,,,,left_only,1,1,1,0
new-wave-biotech,,https://www.newwavebiotech.com,"AI bioprocess software company helping scale bioprocesses quicker, at lower cost and more sustainably through virtual simulations.",Specialized (focused on alternative proteins),B2B,Precision fermentation,Bioprocessing infrastructure and equipment,Bioprocess design,['Other'],,,Europe,United Kingdom,,London,2022,Zoe Yu Tung Law and Oli Hall,hello@newwavebiotech.com,,,,,left_only,0,0,0,1
new-york-times,,,,,,,,,[''],,,,,,,,,,,,,2.0,right_only,0,0,0,1
newform-foods,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
next-gen-foods,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
next-level,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
nextmilk,,,,,,,,,[''],,,,,,,,,,,,,1.0,right_only,0,0,0,1
nfh,,,,,,,,,[''],,,,,,,,,,,,,4.0,right_only,0,0,0,1
nizo,,https://www.nizo.com,"The use of alternative proteins in food is a major trend in the food industry as feeding the world and sustainability are major drivers for food ingredient and food producers. NIZO focuses on relevant aspects of technologies that enable this transition namely: protein technology, processing technologies, food grade fermentation technologies and the health aspects.",Diversified,B2B,"Plant-based,Precision fermentation",Contract manufacturing/processing,,[''],,,Europe,Netherlands,,,2003,,info@nizo.com,,,,,left_only,0,0,0,1
no-meat,,https://www.no-meat.co.uk/,U.K.-based plant-based meat company.,Specialized (focused on alternative proteins),B2C,Plant-based,Meat,End product formulation and manufacturing,"['Ground meat/seafood', 'Whole muscle meat/seafood', 'Other meat/seafood']","Beef/veal,Pork,Turkey,Chicken","Soy,Pea,White bean",Europe,United Kingdom,,,2018,,,Livekindly Collective,LIVEKINDLY Collective,,,left_only,0,0,0,1
no-mo-moo,,https://nomomoo.ro/,"Romania-based, family-run startup that develops nut-based cheese, butter, faux gras, and sauces.",Specialized (focused on alternative proteins),B2C,Plant-based,Dairy,End product formulation and manufacturing,"['Cheese', 'Other dairy']",,"Cashew,Coconut",Europe,Romania,,Bucharest,2018,,,,,,,left_only,1,1,1,0
noa,,https://www.noa-pflanzlich.de/alles-ueber-noa/,"Focused on creating non-GMO, gluten free, palm and soy free plant-based products including spreads and alternative cheese slices.",Diversified,B2C,Plant-based,Dairy,End product formulation and manufacturing,['Cheese'],,"Lupine,Chickpea,Coconut",Europe,Germany,Bavaria,Buchloe,2016,"Dr. Wilfried Huber, Klaus Ensslen, Stefan Kugelmann, and Dr. Regina Schuster-Wolff-Bühring",info@noa-pflanzlich.de,Huber Holding AG,,,,left_only,1,0,0,0
